Título do trabalho,Link,Veículo,Autores(as) do trabalho,Resumo do trabalho
Minas Gerais chega a 100 mil casos suspeitos de Covid-19 com a pior testagem do Brasil,https://www.coronavirus-mg.com.br/post/minas-chega-a-100-mil-casos-suspeitos-de-covid-19-com-pior-testagem-do-brasil,Projeto Coronavirus-MG.com.br,Cristiano Martins,"A publicação revelou a baixa testagem da população durante os dois primeiros meses da pandemia em Minas Gerais, a partir do cruzamento de informações oficiais com uma base de dados própria do projeto independente Coronavirus-MG.com.br. O tema ganhou grande repercussão na imprensa estadual, motivou reações por parte do governo e deu origem a uma série de reportagens, listadas a seguir:

- Minas chega a 100 mil casos suspeitos de Covid-19 com a pior testagem do Brasil (https://www.coronavirus-mg.com.br/post/minas-chega-a-100-mil-casos-suspeitos-de-covid-19-com-pior-testagem-do-brasil)

- Zema contradiz dados oficiais ao tentar desmentir baixa testagem em Minas (https://www.coronavirus-mg.com.br/post/zema-contradiz-dados-oficiais-ao-tentar-desmentir-baixa-testagem-em-minas)

- Um terço das cidades com suspeitas de Covid-19 não tem nenhum caso testado (https://www.coronavirus-mg.com.br/post/um-ter%C3%A7o-das-cidades-com-suspeitas-de-covid-19-n%C3%A3o-testaram-nenhum-paciente)

- Mortes por síndrome respiratória aumentam 884% e estão na fila de testes para Covid desde fevereiro (https://www.coronavirus-mg.com.br/post/mortes-por-s%C3%ADndrome-respirat%C3%B3ria-aumentam-884-e-esperam-testes-para-covid-desde-fevereiro)

- Governo Zema mantém número inflado em canais oficiais; associação de cartórios confirma o erro (https://www.coronavirus-mg.com.br/post/governo-zema-numero-covid-inflado-cartorios-registro-civil)."
Tendências: o que vai acontecer com o concurseiro após o coronavírus no Brasil?,https://www.qconcursos.com/noticias/tendencias-concurso-apos-coronavirus-no-brasil,QC Notícias,Nara Boechat; Pedro Lemos; Kadu de Carvalho,"Em março, o mundo estava no início da pandemia e, consequentemente, no auge das incertezas sobre o futuro do país. Por isso, decidimos iniciar a série de reportagens sobre tendências a partir da análise de como este cenário estava afetando o mundo dos concursos. A partir desse estudo, observamos uma tendência na mudança do comportamento de quem está se preparando para uma prova de concurso público."
O novo ponto de imprudência por excesso de velocidade em Porto Alegre,https://gauchazh.clicrbs.com.br/porto-alegre/noticia/2020/08/o-novo-ponto-de-imprudencia-por-excesso-de-velocidade-em-porto-alegre-cke33co49000301475h0yjov8.html,Rádio Gaúcha/GZH,Eduardo Paganella ,"Dados da prefeitura de Porto Alegre apontam que a Trincheira da Avenida Ceará, inaugurado neste ano, tornou-se o ponto com o maior número de infrações por excesso de velocidade na capital. Características da construção e imprudência fazem do local um problema para o órgão de trânsito, que pretende rever a sinalização no trecho."
A Escravidão do Século XXI,https://youtu.be/kdEiZxtZjDE,Record TV,Marcelo Magalhães; Marcus Reis; Adriana Farias; Gilson Fredy; Caio Laronga; Carlos Francisco; Renan Larangeira; Rafael Ramos; Diego Molina; Renata Garofano; Mateus Munin; Gustavo Costa; Pablo Toledo,"O Câmera Record denunciou sete casos diferentes de famílias que sofrem com o trabalho análogo à escravidão e exploração de mão de obra infantil nas lavouras do cacau, a principal matéria-prima do chocolate. "
"Mapas inéditos: 10 escolas e mais de 1,5 mil edificações estão no caminho da lama das barragens da Vale em MG","https://reporterbrasil.org.br/2020/07/mapas-ineditos:-10-escolas-e-mais-de-1,5-mil-predios-publicos-estao-no-caminho-da-lama-das-barragens-da-vale-em-mg/",Repórter Brasil,Amanda Rossi e Hugo Nicolau Barbosa de Gusmão,"A reportagem denuncia que mesmo 18 meses depois de Brumadinho, Vale e poder público não divulgam as áreas que podem ser atingidas em caso de rompimento das barragens de mineração. Tivemos acesso às informações e as disponibilizamos em um mapa interativo para consulta pública para que as pessoas enfim saibam se estão em risco ou não por conta das barragens de rejeitos de minério."
Elas no Congresso,https://www.elasnocongresso.com.br/,Revista AzMina,Bárbara Libório; Carolina Oms; Helena Bertho; Thais Folego; Letícia Ferreira; Renata Hirota; Reinaldo Chaves; Estúdio Rebimboca; Café.Art,"Elas no Congresso é um projeto de monitoramento legislativo da Revista AzMina que utiliza dados públicos do legislativo brasileiro para monitorar os direitos das mulheres na Câmara dos Deputados e no Senado Federal. Com uma robô no Twitter, que twitta diariamente a tramitação de projetos de lei sobre direito das mulheres, um ranking que ilustra o posicionamento de deputados e senadores em relação a esse tema, e conteúdos divulgados por meio de reportagens especiais e uma newsletter semanal, Elas no Congresso torna mais transparente e didático o monitoramento da produção legislativa brasileira sobre temas como violência contra a mulher, direitos sexuais e reprodutivos, participação política e diversos outros. "
Só 55% dos hospitais que faziam aborto legal seguem atendendo na pandemia,https://azmina.com.br/reportagens/so-55-dos-hospitais-que-faziam-aborto-legal-seguem-atendendo-na-pandemia/,"Revista AzMina, Gênero e Número, Artigo 19 ",  Letícia Ferreira; Vitória Régia da Silva,"Apesar de a interrupção da gestação ser permitida no Brasil em alguns casos, os serviços de aborto legal são poucos e mulheres enfrentam dificuldades para acessá-los. Com o início da pandemia e a crise no sistema de saúde, vieram denúncias de que alguns serviços de aborto legal deixaram de atender. Assim a parceria entre a revista AzMina, Gênero e Número e a ONG Artigo 19 investigou como os serviços de aborto legal estavam funcionando no Sistema Único de Saúde (SUS) entre os meses de maio e abril de 2020. A partir de levantamento feito em 2019 pela Artigo 19 (www.mapaabortolegal.org), a equipe entrou em contato com os hospitais que realizam o atendimento. Com a investigação, descobrimos que 45% dos hospitais deixaram de oferecer o serviço de aborto legal na pandemia, mesmo com a estrutura de ginecologia e obstetrícia preparada para esse tipo de atendimento e cumprindo as exigências do Ministério da Saúde. No entanto, serviços de saúde sexual e reprodutiva são considerados atendimentos essenciais e, por isso, não poderiam parar durante a pandemia.  "
Coronavírus expõem ausência de verbas para o cuidado da população idosa asilada,http://www.comciencia.br/coronavirus-expoe-ausencia-de-verbas-para-o-cuidado-da-populacao-idosa-asilada/,Revista ComCiência,Rafael Revadam; Roberta Bueno,"Essa reportagem foi idealizada por meio do projeto Lab-19, idealizado pela Revista ComCiência e pela Unicamp, para mensurar cenários do coronavírus. O objetivo dela era apresentar como estavam os idosos em asilos, quais eram os contextos que se encontravam, como se sentiam e como estacam as entidades que recebem esse público."
Benchmarking é ferramenta de gestão na engorda intensiva,file:///G:/Trabalho_2020/DBO/PDF%C2%B4s/Agosto/Nutron_Benchmarking.pdf,Revista DBO,Ariosto Mesquita,"Trabalhando os dados das planilhas de benchmarking da Nutron/Cargill, a reportagem atesta a forte viabilidade econômica da atividade de engorda intensiva confinada de bovinos no Brasil, tanto no que diz respeito à remuneração ao produtor quanto na escala de produção de alimento (proteína animal) de qualidade. Pela primeira vez foi possível analisar os dados econômicos processados a partir de informações originadas de 44 confinamentos espalhados por nove estados brasileiros. A matéria também detalha e analisa indicadores de desempenho zootécnico dentro destes sistemas de produção. "
Como morre um inocente no Rio de Janeiro,https://epoca.globo.com/rio/como-morre-um-inocente-no-rio-de-janeiro-1-24208427  (versão online) / https://drive.google.com/file/d/1x8WBhAS88BpUsNy1KBkFoQmbrA6MCQ8f/view?usp=sharing (pdf com versão impressa),Revista Época,Rafael Soares,"A reportagem “Como morre um inocente no Rio de Janeiro”, publicada em oito páginas da Revista Época em janeiro de 2020, é o resultado de uma investigação jornalística de seis meses. O repórter Rafael Soares analisou, um a um, os inquéritos de todos os 195 homicídios cometidos pela polícia do Rio de Janeiro no mês em que mais casos foram registrados na história do estado — julho de 2019 — e descobriu casos com indícios graves de erros policiais e execuções sumárias."
A aposentadoria do matador,https://epoca.globo.com/rio/a-aposentadoria-de-ronnie-lessa-24559887,Revista Época,Rafael Soares,"A partir de documentos inéditos da PM do Rio, obtidos via Lei de Acesso à Informação, o repórter reconstituiu a trajetória do sargento aposentado Ronnie Lessa — acusado do homicídio da vereadora Marielle Franco — na corporação. A reportagem desvelou um novelo de crimes sem punição da patrulha integrada por Lessa e mostrou como o policial contou com a ajuda da banda podre para conseguir se aposentar após ser alvo de um atentado em meio a uma guerra entre bicheiros."
Sagrado Perseguido,https://infograficos.epoca.globo.com/brasil/historia-terreiro-de-umbanda-e-candomble-no-brasil.html,Revista Época,"Reportagem: Juliana Dal Piva, Nicollas Witzel, Cíntia Cruz, Barbara Libório • Fotos: Leo Martins, Márcia Foletto, Alexandre Cassiano, Gabriel Monteiro • Interface: Vinicius Machado • Desenvolvimento: Carlos Sá, Gabriel Godoy","ÉPOCA cruzou o resultado de dois levantamentos inéditos com o intuito de mapear os locais onde ocorreram as batidas policiais em terreiros de umbanda e candomble na então capital federal do Brasil entre 1890 e 1941. Ambos os estudos foram construídos a partir de notícias de jornais da época e processos criminais guardados no Arquivo Nacional. Na época, era considerado crime ""prática do espiritismo, da magia e dos sortilégios”. Ao todo, o cruzamento permitiu identificar pelo menos 155 ações policiais para reprimir religiosos e praticantes de cultos de matriz africana. Nessas operações, 822 pessoas foram presas por professar uma fé não católica. "
Sagrado Perseguido,https://infograficos.epoca.globo.com/brasil/historia-terreiro-de-umbanda-e-candomble-no-brasil.html,Revista Época,"Reportagem: Juliana Dal Piva, Nicollas Witzel, Cíntia Cruz, Barbara Libório • Fotos: Leo Martins, Márcia Foletto, Alexandre Cassiano, Gabriel Monteiro • Interface: Vinicius Machado • Desenvolvimento: Carlos Sá, Gabriel Godoy","ÉPOCA cruzou o resultado de dois levantamentos inéditos com o intuito de mapear os locais onde ocorreram as batidas policiais em terreiros de umbanda e candomble na então capital federal do Brasil entre 1890 e 1941. Na época, era considerado crime ""prática do espiritismo, da magia e dos sortilégios”. Ao todo, o cruzamento permitiu identificar pelo menos 155 ações policiais para reprimir religiosos e praticantes de cultos de matriz africana. Nessas operações, 822 pessoas foram presas por professar uma fé não católica. Os objetos apreendidos com essas pessoas ficaram quase 100 anos na antiga Delegacia de Ordem Política e Social, herança da ditadura."
A PENSÃO DE 107 ANOS,https://piaui.folha.uol.com.br/pensao-de-107-anos/,revista piauí,Amanda Rossi,"A reportagem faz um raio-x dos dados de pensão dos servidores públicos brasileiros, usando como linha narrativa a pensão mais antiga do país, que durou 106 anos e 11 meses. A investigação teve como ponto de partida a análise dos dados de pagamentos a pensionistas – tornados públicos após ação do Fiquem Sabendo junto ao Tribunal de Contas da União (TCU). A pensão centenária teve início em fevereiro de 1912, quando ""expirou"" Antonio Justino Ramos, tesoureiro da alfândega do Maranhão. Terminou 30 presidentes e nove moedas depois, em janeiro de 2019, com a morte da última filha viva do tesoureiro, aos 108 anos, em São Luís. "
Observatório dos ODSs / Município de Ilhabela,www.iis.org.br/observatorio,Site (com utilização de B.I. - Tableau Public) e newsletter (FAROL DA ILHA),Carlos Roberto Nunes,"O Observatório é um conjunto de bancos de dados abertos, obtidos em diversas fontes,  e cuja divulgação dos principais temas, é feito pelo informativo FAROL DA ILHA . 
https://public.tableau.com/profile/ilhabela#!/vizhome/Covid-19_15966814196510/PainelCovid-19ILHABELA

https://iis.org.br/farol-da-ilha/nova-analise-em-dia-com-a-covid-19/

https://iis.org.br/farol-da-ilha/royalties-como-podem-afetar-negativamente-o-orcamento-do-municipio/"
 PUNIÇÃO: APOSENTADORIA,https://theintercept.com/2019/09/29/juizes-desembargadores-venda-sentencas/,The Intercept Brasil,Nayara Felizardo de Oliveira ,"Desembargadores e juízes movimentam um mercado de sentenças no Brasil. De acordo com dados do CNJ, obtidos por meio de LAI, o preço de uma decisão judicial varia entre R$ 750 e R$ 400 mil. Os valores foram mensurados após a análise de 140 processos com denúncias contra magistrados ocorridas desde 2005. Descobrimos que mais de um terço dos processos administrativos que estão no CNJ está relacionado a algum tipo de corrupção e 21 tratam da venda de sentenças. Tocantins, Bahia e Ceará são os estados que possuem mais magistrados acusados de cobrar dinheiro em troca de decisões judiciais. A maior punição para esse crime é a aposentadoria compulsória, mas a reportagem mostra que isso acaba sendo um prêmio. Dos 21 magistrados investigados, 11 foram obrigados a se aposentar e recebem, em média, R$ 32 mil por mês sem ter mais que trabalhar."
VIGIAR E LUCRAR,https://theintercept.com/2020/04/13/vivo-venda-localizacao-anonima/,The Intercept Brasil,TATIANA KURDJAWZEW DE MELLO DIAS,"Essa reportagem mostra como dados de localização de clientes são vendidos pela Vivo sem consentimento para governos e empresas privadas – e, ao contrário do que a empresa diz, não são anônimos. É uma venda potencialmente ilegal, porque a empresa já lucra com a prestação de serviços de telefonia, e os clientes não são avisados que suas informações são cedidas a terceiros. 

"
ARSENAL GLOBAL,https://theintercept.com/2019/12/16/rio-municoes-balas-eua-bosnia-russia-guerra-fria/,The Intercept Brasil ,Cecilia Olliveira; Leandro Demori ,"Durante 100 dias, coletamos cartuchos de balas em 27 bairros da região metropolitana do Rio de Janeiro, logo após os tiroteios, entre policiais, traficantes ou milicianos. Caminhamos pelas ruas do Rio de Janeiro e mostramos a história que os projéteis contam. A violência armada que assola o Rio é possibilitada por munições fabricadas principalmente no Brasil, mas também no mundo todo. Coletamos as evidências."
Fome no Distrito Federal,https://www.youtube.com/watch?v=Mfx_15cC3rs,Tv Brasília ,Repórter: Mônica Vieira; Imagens: Vitor Aparecido; Produção: Viven Doherty; Edição de texto: Jaqueline Fonseca; Edição de imagens: Marcelo Otilio,Com base em informações divulgadas pelo IBGE buscamos famílias em situação de insegurança alimentar e identificamos um expressivo aumento no atendimento realizado pela secretaria de desenvolvimento social do GDF junto à essas famílias para garantir a alimentação. 
Média móvel diária de casos e mortes por Covid-19 nos telejornais da Globo ,https://globoplay.globo.com/v/8595182/ ,TV Globo,Adriano Bini; Ana Carolina Moreno; Gabriel Larangeira; Márcio Gomes; Roberson Kimura ,"O projeto de divulgação diária da média móvel de casos e mortes por Covid-19 na TV Globo nasceu dentro dos telejornais locais de São Paulo, com o objetivo de contextualizar os únicos dados oficiais divulgados pública e diariamente pelas autoridades: o total de casos e óbitos pela data em que foram confirmados. Como os novos casos e mortes diárias variam muito por causa do fim de semana, a partir de 1º de junho de 2020 os telejornais locais passaram a divulgar um gráfico com esses novos casos e mortes em barras, mas com a linha da média móvel de 7 dias, para permitir que o(a) telespectador(a) pudesse ver mais claramente a tendência da epidemia. "
Da Mata Repórter,https://twitter.com/DaMataReporter,Twitter,João Gabriel Moura Campos; André Luiz Rosa Teixeira; Thiago Castro Ferreira; Fabio Gagliardi Cozman; Adriana Silvina Pagano,"O Da Mata Repórter é um robô jornalista desenvolvido em parceria entre USP e UFMG que cobre os dados de desmatamento da Amazônia Legal gerados pelo sistema DETER/INPE. O robô utiliza técnicas de Processamento de Linguagem Natural para publicar em formato de texto jornalístico os dados estruturados em linguagem de máquina disponibilizados pelo INPE, facilitando o acesso à informação para a população em geral."
A mão invisível da milícia,https://noticias.uol.com.br/reportagens-especiais/com-milicia-em-expansao-confrontos-policiais-no-rio-miram-trafico-e-somam-so-3-em-areas-de-milicianos/,UOL,Igor Mello; Lola Ferreira,"Com base em dados geolocalizados de quase 2.959 tiroteios entre julho de 2016 e setembro de 2019, a reportagem mostra que a política de segurança pública vem sendo leniente com as milícias enquanto sistematicamente reprime facções de traficantes no Rio de Janeiro. Esse é o primeiro levantamento sistemático sobre as ações repressivas das forças de segurança do Rio de Janeiro já feito. "
"NÚMEROS SUBESTIMADOS. COVID-19 NÃO ESCOLHE VÍTIMA: LEVOU JOVEM, IDOSO, SAUDÁVEL E DOENTE. DADOS OFICIAIS NÃO DÃO CONTA DA TRAGÉDIA",https://noticias.uol.com.br/reportagens-especiais/as-vitimas-do-coronavirus/,UOL,"Judite Cypreste, Luís Adorno",A reportagem foi pioneira na homenagem às vítimas do coronavírus no Brasil através de diversos cruzamentos de dados.
Coronavírus avança para o interior do Brasil; veja evolução em mapa,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/04/16/coronavirus-avanca-para-o-interior-do-brasil-veja-evolucao-em-mapa.htm,UOL,Judite Cypreste ,"O UOL analisou dados e preparou uma linha do tempo da disseminação do vírus pelas cidades brasileiras. No mapa, é possível observar que os casos começaram a surgir nas capitas e foram se espalhando pelo interior dos estados"
"O Oscar deles UOL analisou vencedores de melhor filme, ator e atriz; homens protagonizam mais e têm papéis mais diversos",https://entretenimento.uol.com.br/reportagens-especiais/apos-91-edicoes-o-oscar-ainda-e-um-clube-do-bolinha/,UOL,Judite Cypreste; Beatriz Amendola,"Ao longo de semanas, a reportagem do UOL assumiu a missão de analisar os vencedores de 91 edições de Oscar nas categorias de melhor filme, melhor ator e melhor atriz, a fim de identificar quais eram os protagonistas dos longas ganhadores e que tipo de papel rendeu a homens e mulheres os prêmios mais cobiçados do cinema. Lemos as sinopses de 239 filmes, indo do grande premiado do primeiro Oscar, ""Asas"", até ""Green Book - O Guia"", o campeão de 2019."
Os blindados da Copa,https://www.uol.com.br/esporte/reportagens-especiais/blindados-da-copa-custaram-r-15-milhoes-mas-so-metade-segue-em-operacao/#cover,Uol,"Hygino Vasconcellos, Bruno Doro, Giancarlo Giampietro","A reportagem ""Os Blindados da Copa"" revela a situação atual de veículos adquiridos por R$ 15 milhões para conter protestos durante evento esportivo e que apresentam uma série de problemas técnicos. Na apuração foram obtidos dados via Lei de Acesso à Informação (LAI) tanto com o governo federal quanto com os governos estaduais. Relatórios obtidos pela reportagem revelaram que quatro dos 12 veículos estão inoperantes e à beira de virarem sucatas. No Mato Grosso, o veículo está praticamente se desmanchando."
OS DESERTOS DE NOTÍCIA NO BRASIL,https://www.atlas.jor.br/desertos-de-noticia/,Volt Data Lab,SÉRGIO SPAGNUOLO; RENATA HIROTA; RODOLFO ALMEIDA; ANGELA WERDEMBERG; DUBES SÔNEGO JR.; JÉSSICA BOTELHO; MARCELO FONTOURA; MARIAMA CORREIA; SÉRGIO LÜDTKE; ANGELA PIMENTA; FRANCISCO BELDA; ADRIANA GARCIA; PEDRO VARONI; FELIPPE MERCURIO; FÁBIO BRANIS,"O Atlas da Notícia é um mapeamento da imprensa no Brasil. No trabalho submetido, fazemos uma apresentação visual da mais recente versão desse levantamento, mostrando como o jornalismo está representado no país a partir de dados e gráficos."
